frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,315465.501063,142033.000000,1357.618871
4,403170.282036,134975.000000,3107.341468
8,709070.184268,303950.000000,1312.032393
16,342538.836741,147573.000000,1847.281787
32,426605.658154,264105.000000,267.000000
64,300900.829494,103792.000000,3834.415210
128,315067.047558,202391.000000,11401.070169
256,305851.883910,188290.000000,2549.838622
512,494343.502721,196415.000000,55944.602018
1024,308095.620024,144588.000000,144900.273996
2048,225955.533595,142048.000000,39457.690391
4096,306881.468742,233663.000000,50616.279624
8192,325319.284032,240988.000000,42626.225331
16384,598082.119406,247013.000000,452469.659010
32768,309297.905054,201599.000000,162291.146779
65536,548360.616656,166333.000000,175542.489708
