frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,711324.852650,96700.000000,10592.632109
4,586009.242332,76833.000000,105.650367
8,929662.278750,124261.000000,12508.897753
16,1114805.677112,147695.000000,26826.424193
32,1519915.611037,170150.000000,50015.610313
64,1315557.201802,152932.000000,70373.513739
128,648350.350118,92589.000000,49380.862842
256,1528408.358831,161995.000000,206573.642346
512,1137475.933721,142189.000000,78468.187025
1024,1067157.795104,144057.000000,223313.583037
2048,1197629.429041,147518.000000,187800.500686
4096,1261961.230643,137188.000000,420219.936761
8192,1723786.137575,181063.000000,404970.183660
16384,1985426.403005,219525.000000,911520.815891
32768,2146300.123238,141265.000000,1455852.828868
65536,4850128.588017,285248.000000,4381083.766112
