frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,135759.956276,60573.000000,56.506637
4,137025.888288,104112.000000,231.814581
8,334542.405169,249228.000000,132.984962
16,321375.081848,249590.000000,314.531397
32,190374.471695,139763.000000,312.245096
64,117414.907094,59912.000000,4532.550165
128,103749.927663,57432.000000,591.499789
256,362103.935810,204504.000000,6149.085948
512,477520.311987,287970.000000,34979.894125
1024,125364.535049,56703.000000,7730.063001
2048,457480.690864,233936.000000,116176.452773
4096,232125.091589,116794.000000,19004.645879
8192,204957.228197,89722.000000,31715.624714
16384,586559.409597,230980.000000,381110.721075
32768,271797.704324,100029.000000,204880.186704
65536,88574.674569,71872.000000,0.000000
