frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,181381.145018,105624.000000,669.702919
4,231251.961691,113316.000000,995.692724
8,256657.914745,105228.000000,442.569769
16,266643.942841,91301.000000,233.325952
32,135800.789276,68430.000000,127.031492
64,581377.276201,264128.000000,18541.205759
128,379301.401943,194286.000000,13266.491812
256,271275.688380,148306.000000,5914.281444
512,507051.645193,270723.000000,23981.804040
1024,172119.067087,101135.000000,12719.375535
2048,907876.102353,313355.000000,128625.389663
4096,907184.085287,286655.000000,266376.725671
8192,655531.293212,226444.000000,235850.017261
16384,427445.376624,146247.000000,274836.685653
32768,903168.702762,253565.000000,663835.017348
65536,530969.529271,142211.000000,454521.007110
