frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,266859.351648,95976.000000,149.512541
4,584597.045205,288520.000000,2494.587942
8,442288.430568,157277.000000,10340.263971
16,124607.834617,48074.000000,105.815878
32,113698.495610,44015.000000,1580.992726
64,182993.048141,94274.000000,2006.201136
128,216250.264654,105927.000000,11778.964938
256,256182.055082,91363.000000,108979.146886
512,1002755.910847,287539.000000,303683.424138
1024,284914.486192,134480.000000,26701.031197
2048,222624.877846,119286.000000,57711.726841
4096,229896.046173,72181.000000,29893.842560
8192,416843.310178,122996.000000,174211.008811
16384,551790.661183,146530.000000,242851.241354
32768,268695.333043,85638.000000,212454.580155
65536,181789.648531,90523.000000,0.000000
