frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,670190.458573,210433.000000,1481.865041
4,383899.358103,177382.000000,2058.427312
8,622744.797381,187593.000000,10289.340406
16,235960.973612,90416.000000,3777.064866
32,402525.325879,137037.000000,4314.036972
64,200947.907168,63105.000000,3743.738506
128,492692.105419,230175.000000,10869.381077
256,685729.286367,191964.000000,80699.219253
512,564309.054146,139266.000000,9504.056502
1024,707263.550726,147856.000000,114947.893613
2048,986266.061744,175852.000000,221577.184945
4096,1575970.135952,265907.000000,582228.053221
8192,228172.943335,56437.000000,24420.332840
16384,316884.295130,73983.000000,98479.306156
32768,1369226.584074,203189.000000,739559.467720
65536,1275872.435627,176801.000000,1262957.054616
