frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,408931.199811,121236.000000,489.886722
4,257029.729195,100407.000000,8436.821617
8,617903.676799,191559.000000,3651.497501
16,749560.873355,268064.000000,5376.623662
32,237724.594931,89086.000000,1792.291271
64,204559.466183,72469.000000,1182.530338
128,1355162.494594,300024.000000,36808.103524
256,709838.777807,223822.000000,13765.477071
512,633880.015589,210361.000000,106310.706455
1024,731043.786365,209232.000000,55928.434521
2048,1204530.634722,200395.000000,169277.359275
4096,881639.496383,269768.000000,397119.555441
8192,998093.193723,201650.000000,196965.478186
16384,751051.220233,116600.000000,455654.454633
32768,1994882.592300,292949.000000,1338374.966140
65536,2171047.334082,171755.000000,1872044.614318
