frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,359494.087540,57520.000000,1840.909829
4,1077721.925603,149282.000000,25458.652360
8,514401.303117,77706.000000,18567.950318
16,1059893.619936,152730.000000,41370.649995
32,1165580.164014,132829.000000,78922.595275
64,1167168.860544,148951.000000,38172.887342
128,1698708.551219,191325.000000,94676.005503
256,975983.559422,127746.000000,25094.009126
512,1305761.601588,157571.000000,222727.266342
1024,1434400.373554,159571.000000,174881.157879
2048,775112.560435,118120.000000,56074.595567
4096,1619908.901085,175988.000000,446040.352728
8192,2188924.733140,213528.000000,804333.757036
16384,1956636.279108,170956.000000,526018.373091
32768,1961338.898124,105564.000000,959497.074193
65536,6059035.503439,158577.000000,3826279.249475
