frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1079022.263340,140581.000000,19911.996811
4,641671.438196,88327.000000,5664.719322
8,1022504.045013,128435.000000,32880.633844
16,634061.858586,102082.000000,2099.631634
32,1086351.156352,116187.000000,37631.783455
64,777585.306438,115125.000000,23580.381358
128,975130.497245,137775.000000,14244.985047
256,1450037.509227,162603.000000,71620.974903
512,1319127.249562,155649.000000,194549.590799
1024,1155867.351164,143782.000000,49325.793881
2048,2520613.619402,248532.000000,320356.708101
4096,1611350.538250,172704.000000,144445.214393
8192,2110456.739146,181403.000000,892583.706206
16384,2270353.251552,235163.000000,516870.519306
32768,37756.627100,5601.000000,0.000000
65536,3776154.103264,231442.000000,2641329.566232
