arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
38.00,32.30,512,89.90,10.10,99
40.00,15.30,32768,6.00,94.00,100
24.00,90.00,36,100.00,0.00,98
30.00,90.00,18,100.00,0.00,99
20.00,90.00,18,100.00,0.00,97
22.00,90.00,36,100.00,0.00,97
30.00,90.00,27,100.00,0.00,98
36.00,15.30,32768,10.42,89.58,96
26.00,15.30,32768,9.09,90.91,99
22.00,13.00,262144,11.11,88.89,99
28.00,32.30,512,91.84,8.16,98
40.00,90.00,27,100.00,0.00,99
36.00,90.00,36,100.00,0.00,99
38.00,90.00,36,100.00,0.00,99
34.00,13.00,262144,6.12,93.88,98
38.00,90.00,18,100.00,0.00,99
36.00,32.30,512,86.87,13.13,99
32.00,90.00,36,100.00,0.00,99
20.00,90.00,36,100.00,0.00,97
34.00,19.70,4096,7.14,92.86,98
34.00,90.00,18,100.00,0.00,99
40.00,90.00,18,100.00,0.00,99
20.00,13.00,262144,10.10,89.90,99
40.00,19.70,4096,5.05,94.95,99
32.00,32.30,512,87.88,12.12,99
36.00,90.00,18,100.00,0.00,99
26.00,90.00,36,100.00,0.00,98
26.00,90.00,18,100.00,0.00,98
28.00,90.00,36,100.00,0.00,98
28.00,90.00,18,100.00,0.00,98
26.00,90.00,27,100.00,0.00,98
34.00,90.00,27,100.00,0.00,99
24.00,15.30,32768,4.26,95.74,94
32.00,15.30,32768,11.11,88.89,99
30.00,90.00,36,100.00,0.00,99
22.00,90.00,18,100.00,0.00,97
24.00,90.00,27,100.00,0.00,98
30.00,32.30,512,94.90,5.10,98
22.00,32.30,512,88.66,11.34,97
30.00,13.00,262144,9.09,90.91,99
40.00,90.00,36,100.00,0.00,99
22.00,19.70,4096,7.37,92.63,95
28.00,90.00,27,100.00,0.00,98
30.00,19.70,4096,11.34,88.66,97
24.00,32.30,512,86.73,13.27,98
22.00,90.00,27,100.00,0.00,97
28.00,15.30,32768,10.20,89.80,98
28.00,13.00,262144,7.00,93.00,100
40.00,32.30,512,95.96,4.04,99
32.00,90.00,27,100.00,0.00,99
20.00,32.30,512,89.58,10.42,96
36.00,90.00,27,100.00,0.00,99
22.00,15.30,32768,6.12,93.88,98
30.00,15.30,32768,9.00,91.00,100
36.00,13.00,262144,6.00,94.00,100
34.00,32.30,512,93.94,6.06,99
32.00,90.00,18,100.00,0.00,98
32.00,13.00,262144,6.00,94.00,100
40.00,13.00,262144,5.00,95.00,100
32.00,19.70,4096,4.04,95.96,99
34.00,15.30,32768,6.06,93.94,99
20.00,90.00,27,100.00,0.00,97
38.00,13.00,262144,10.00,90.00,100
38.00,15.30,32768,10.20,89.80,98
28.00,19.70,4096,7.07,92.93,99
26.00,13.00,262144,4.00,96.00,100
38.00,90.00,27,100.00,0.00,99
38.00,19.70,4096,11.11,88.89,99
20.00,15.30,32768,7.07,92.93,99
34.00,90.00,36,100.00,0.00,99
26.00,32.30,512,91.84,8.16,98
24.00,90.00,18,100.00,0.00,98
26.00,19.70,4096,11.22,88.78,98
36.00,19.70,4096,7.07,92.93,99
24.00,13.00,262144,6.12,93.88,98
20.00,19.70,4096,12.37,87.63,97
24.00,19.70,4096,12.37,87.63,97
