arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
26.00,90.00,18,100.00,0.00,97
32.00,90.00,18,100.00,0.00,99
24.00,90.00,18,100.00,0.00,98
34.00,32.30,512,93.88,6.12,98
30.00,90.00,27,100.00,0.00,98
38.00,90.00,36,100.00,0.00,99
26.00,90.00,27,100.00,0.00,98
22.00,15.30,32768,10.31,89.69,97
26.00,90.00,36,100.00,0.00,98
30.00,90.00,36,100.00,0.00,98
36.00,32.30,512,92.93,7.07,99
38.00,90.00,18,100.00,0.00,99
38.00,32.30,512,87.88,12.12,99
24.00,32.30,512,90.91,9.09,99
36.00,90.00,36,100.00,0.00,99
22.00,32.30,512,91.75,8.25,97
38.00,90.00,27,100.00,0.00,99
38.00,13.00,262144,8.00,92.00,100
36.00,19.70,4096,12.12,87.88,99
40.00,90.00,27,100.00,0.00,99
36.00,13.00,262144,5.00,95.00,100
30.00,32.30,512,93.94,6.06,99
36.00,90.00,27,100.00,0.00,99
40.00,32.30,512,89.90,10.10,99
20.00,13.00,262144,5.21,94.79,96
30.00,90.00,18,100.00,0.00,99
40.00,90.00,18,100.00,0.00,99
40.00,19.70,4096,2.04,97.96,98
22.00,19.70,4096,11.22,88.78,98
20.00,90.00,18,100.00,0.00,97
26.00,13.00,262144,8.00,92.00,100
20.00,90.00,36,100.00,0.00,97
32.00,90.00,36,100.00,0.00,99
24.00,13.00,262144,8.25,91.75,97
24.00,19.70,4096,8.16,91.84,98
22.00,90.00,18,100.00,0.00,97
34.00,90.00,27,100.00,0.00,99
40.00,13.00,262144,8.00,92.00,100
34.00,13.00,262144,8.00,92.00,100
28.00,13.00,262144,11.46,88.54,96
28.00,90.00,18,100.00,0.00,98
28.00,90.00,27,100.00,0.00,98
20.00,15.30,32768,8.08,91.92,99
28.00,15.30,32768,14.58,85.42,96
38.00,15.30,32768,8.00,92.00,100
32.00,13.00,262144,6.06,93.94,99
20.00,90.00,27,100.00,0.00,97
36.00,90.00,18,100.00,0.00,99
22.00,13.00,262144,11.11,88.89,99
24.00,90.00,27,100.00,0.00,98
32.00,32.30,512,90.91,9.09,99
34.00,19.70,4096,5.05,94.95,99
30.00,15.30,32768,8.16,91.84,98
28.00,90.00,36,100.00,0.00,98
26.00,19.70,4096,10.31,89.69,97
34.00,90.00,18,100.00,0.00,99
26.00,32.30,512,92.86,7.14,98
24.00,90.00,36,100.00,0.00,98
34.00,90.00,36,100.00,0.00,99
40.00,15.30,32768,10.00,90.00,100
20.00,32.30,512,91.84,8.16,98
40.00,90.00,36,100.00,0.00,99
28.00,32.30,512,86.73,13.27,98
22.00,90.00,27,100.00,0.00,97
22.00,90.00,36,100.00,0.00,97
32.00,19.70,4096,8.25,91.75,97
32.00,90.00,27,100.00,0.00,98
30.00,19.70,4096,9.00,91.00,100
38.00,19.70,4096,10.00,90.00,100
30.00,13.00,262144,13.68,86.32,95
34.00,15.30,32768,7.00,93.00,100
32.00,15.30,32768,9.09,90.91,99
20.00,19.70,4096,14.29,85.71,98
28.00,19.70,4096,7.07,92.93,99
26.00,15.30,32768,7.37,92.63,95
24.00,15.30,32768,10.10,89.90,99
36.00,15.30,32768,11.11,88.89,99
