arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
32.00,32.30,512,90.91,9.09,99
34.00,90.00,27,100.00,0.00,99
22.00,19.70,4096,7.14,92.86,98
32.00,90.00,27,100.00,0.00,99
26.00,19.70,4096,14.29,85.71,98
24.00,32.30,512,89.80,10.20,98
30.00,32.30,512,91.92,8.08,99
30.00,90.00,18,100.00,0.00,98
28.00,32.30,512,93.88,6.12,98
20.00,32.30,512,93.75,6.25,96
28.00,15.30,32768,7.07,92.93,99
34.00,32.30,512,95.96,4.04,99
22.00,90.00,36,100.00,0.00,97
24.00,90.00,18,100.00,0.00,98
22.00,32.30,512,94.90,5.10,98
38.00,90.00,36,100.00,0.00,99
34.00,19.70,4096,7.07,92.93,99
38.00,32.30,512,94.95,5.05,99
26.00,90.00,18,100.00,0.00,98
38.00,90.00,18,100.00,0.00,99
26.00,32.30,512,89.80,10.20,98
28.00,90.00,36,100.00,0.00,99
40.00,90.00,36,100.00,0.00,99
34.00,13.00,262144,11.00,89.00,100
20.00,90.00,36,100.00,0.00,97
34.00,90.00,36,100.00,0.00,99
36.00,90.00,27,100.00,0.00,99
22.00,13.00,262144,11.22,88.78,98
30.00,90.00,36,100.00,0.00,98
36.00,90.00,36,100.00,0.00,99
40.00,13.00,262144,9.00,91.00,100
36.00,15.30,32768,6.06,93.94,99
28.00,13.00,262144,9.09,90.91,99
34.00,90.00,18,100.00,0.00,99
30.00,15.30,32768,7.07,92.93,99
36.00,32.30,512,96.94,3.06,98
30.00,90.00,27,100.00,0.00,99
20.00,15.30,32768,10.10,89.90,99
36.00,90.00,18,100.00,0.00,99
24.00,90.00,27,100.00,0.00,98
40.00,90.00,27,100.00,0.00,100
20.00,13.00,262144,10.00,90.00,100
20.00,90.00,27,100.00,0.00,97
22.00,90.00,18,100.00,0.00,97
40.00,32.30,512,94.95,5.05,99
26.00,15.30,32768,8.16,91.84,98
24.00,19.70,4096,8.16,91.84,98
28.00,90.00,18,100.00,0.00,98
32.00,19.70,4096,9.09,90.91,99
40.00,90.00,18,100.00,0.00,99
20.00,90.00,18,100.00,0.00,97
24.00,90.00,36,100.00,0.00,98
32.00,90.00,18,100.00,0.00,99
26.00,13.00,262144,4.04,95.96,99
36.00,13.00,262144,4.04,95.96,99
38.00,15.30,32768,10.00,90.00,100
20.00,19.70,4096,10.53,89.47,95
26.00,90.00,27,100.00,0.00,98
38.00,13.00,262144,11.00,89.00,100
28.00,19.70,4096,6.06,93.94,99
22.00,90.00,27,100.00,0.00,97
30.00,13.00,262144,10.31,89.69,97
34.00,15.30,32768,4.04,95.96,99
24.00,15.30,32768,9.28,90.72,97
38.00,90.00,27,100.00,0.00,99
26.00,90.00,36,100.00,0.00,98
32.00,90.00,36,100.00,0.00,99
22.00,15.30,32768,3.03,96.97,99
28.00,90.00,27,100.00,0.00,98
30.00,19.70,4096,11.22,88.78,98
40.00,19.70,4096,7.07,92.93,99
32.00,13.00,262144,6.00,94.00,100
38.00,19.70,4096,7.07,92.93,99
32.00,15.30,32768,8.08,91.92,99
36.00,19.70,4096,5.05,94.95,99
40.00,15.30,32768,5.00,95.00,100
24.00,13.00,262144,5.00,95.00,100
