frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,257944.931735,34316.000000,181.521349
4,393932.384039,113037.000000,19580.590109
8,188009.002197,43270.000000,223.201703
16,607530.272830,168638.000000,7072.607299
32,134338.963927,15492.000000,354.574393
64,170074.770575,42573.000000,407.115463
128,551868.683574,58367.000000,10850.229352
256,95997.421351,20876.000000,1104.952035
512,159465.201085,32864.000000,15176.902121
1024,411618.578637,109232.000000,17035.538882
2048,415429.474781,240008.000000,30962.734650
4096,239052.956346,31928.000000,6752.660365
8192,280123.894033,43833.000000,22373.284471
16384,466313.927937,56029.000000,32510.962228
32768,342050.288233,86122.000000,21236.091801
65536,572720.640708,235986.000000,361390.443357
