frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,68493.314988,11173.000000,116.619038
4,367249.790447,56242.000000,22827.183379
8,178281.572368,60278.000000,5257.424369
16,384426.629244,128104.000000,1732.504834
32,512601.411338,114379.000000,136.992701
64,1001719.129252,184943.000000,1740.992533
128,405035.912378,289726.000000,761.275246
256,251018.726849,42362.000000,1801.373643
512,642339.030124,172806.000000,24849.677865
1024,211623.449835,45631.000000,5241.730726
2048,624376.470262,112952.000000,16154.110499
4096,497430.069388,51989.000000,6037.275876
8192,347530.851446,70821.000000,79093.753129
16384,520270.938950,188286.000000,245236.142520
32768,139754.496736,28692.000000,74099.248640
65536,213982.839583,43299.000000,72173.660874
