frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,248043.616515,35723.000000,37.040518
4,428396.406287,256205.000000,11125.668339
8,186398.807359,100047.000000,255.724461
16,162779.922702,48658.000000,170.806909
32,125389.755363,31494.000000,926.628836
64,368646.544852,43510.000000,5669.363633
128,263553.912341,104145.000000,14773.690839
256,206068.878240,32481.000000,7306.673593
512,4400296.786290,252204.000000,108706.090248
1024,710676.986326,221491.000000,311758.500195
2048,126183.612423,21632.000000,5558.526244
4096,940374.348918,176973.000000,79103.068284
8192,382182.152608,74653.000000,37176.404883
16384,227553.278594,86955.000000,110719.797913
32768,5180327.474651,175170.000000,228439.048378
65536,387906.284100,239948.000000,243024.700812
