frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,957838.552950,278493.000000,44.000000
4,315494.679158,168297.000000,2444.048486
8,621766.356682,261037.000000,188.433012
16,725943.921504,248387.000000,938.638908
32,699167.707129,282659.000000,372.542615
64,977196.302676,268512.000000,1309.693094
128,1052853.802563,274995.000000,43840.897105
256,876165.958472,297738.000000,1050.444192
512,924539.079693,279194.000000,30090.892891
1024,851071.623998,296538.000000,71837.709700
2048,1113656.769503,300317.000000,98525.912297
4096,785671.667473,258481.000000,197088.503866
8192,945382.551917,283252.000000,81780.835090
16384,562168.110194,156656.000000,194865.544723
32768,1235787.731282,264791.000000,1112466.693791
65536,3612310.504319,299520.000000,3375629.684621
