frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,156297.612355,52559.000000,2886.517625
4,558292.916758,242814.000000,17697.356441
8,260527.427857,77540.000000,196.000000
16,173473.935924,71811.000000,334.817861
32,281240.380502,147144.000000,1152.880740
64,179918.406343,66878.000000,776.824948
128,333260.810170,125829.000000,5190.543517
256,1024409.218739,251192.000000,5823.936126
512,93929.683615,47517.000000,6214.796618
1024,326900.341222,155639.000000,10243.540892
2048,538979.318728,252892.000000,67017.256412
4096,415482.163384,165230.000000,38638.089226
8192,438700.189168,222503.000000,224378.666147
16384,275218.128551,103692.000000,4682.272632
32768,485671.529141,219644.000000,230998.113059
65536,574367.590613,192473.000000,484956.578161
