frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,249903.330154,126197.000000,889.206950
4,272059.804481,132532.000000,289.691215
8,967333.563323,284111.000000,143.488676
16,247529.155024,100425.000000,3630.348330
32,482868.381144,166547.000000,47.000000
64,211866.392665,86045.000000,1382.434809
128,693590.444184,166335.000000,5060.712796
256,342745.742344,84842.000000,11287.988173
512,358082.331633,134481.000000,110739.972142
1024,576318.020894,125004.000000,23882.720322
2048,294913.462165,124537.000000,25789.741236
4096,501355.980743,141614.000000,89836.860787
8192,578976.972710,105721.000000,20430.389815
16384,512001.877956,247013.000000,341238.465623
32768,872522.793709,155318.000000,691038.063737
65536,350198.834951,170038.000000,88290.820939
