frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1032108.134625,301617.000000,659.022003
4,646433.155838,258193.000000,231.771439
8,929437.619189,293565.000000,654.426466
16,572147.344226,196398.000000,513.914390
32,998946.684037,267879.000000,2163.805213
64,678661.715721,201046.000000,1137.428239
128,807299.583269,251080.000000,2816.577711
256,1190766.266653,275642.000000,6821.701547
512,1066760.833159,277497.000000,134507.092575
1024,879032.353120,224035.000000,225479.950009
2048,1891229.007683,288772.000000,60829.065528
4096,1299448.172164,268164.000000,489956.749500
8192,1559204.343688,296566.000000,262218.900310
16384,1636759.292237,295385.000000,177743.870041
32768,31538.232132,7795.000000,0.000000
65536,2713821.211748,223865.000000,2130860.351478
