frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,102910.641656,37062.000000,180.618382
4,114450.776826,21718.000000,392.862571
8,217244.757251,35152.000000,196.397556
16,371502.735853,192664.000000,4178.751010
32,170184.535387,83174.000000,17469.784658
64,983126.584553,291894.000000,1143.981206
128,577624.730486,74583.000000,903.487133
256,351028.031630,194892.000000,1275.243506
512,145962.575166,84181.000000,9418.211826
1024,372672.108738,282180.000000,42916.379915
2048,258327.603755,145354.000000,27734.737911
4096,164014.693070,64601.000000,77901.820037
8192,248746.718483,110841.000000,109322.411559
16384,310716.056630,111593.000000,213720.709572
32768,909323.279447,231147.000000,729341.157158
65536,119829.428322,61209.000000,0.000000
