frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,311777.413085,198468.000000,471.022292
4,224300.089124,128120.000000,1074.867434
8,496353.731211,275674.000000,191.817622
16,357847.060322,247329.000000,3972.980116
32,343672.785542,221161.000000,21855.028758
64,147114.953462,50219.000000,718.836560
128,672030.277613,300647.000000,2835.970910
256,534268.286014,241868.000000,4235.629823
512,708368.213743,291722.000000,54728.215620
1024,290341.436039,115713.000000,94338.986087
2048,598681.305998,276574.000000,26683.070532
4096,749184.749675,214540.000000,488545.935735
8192,1296357.413170,253428.000000,715218.864746
16384,797825.603485,258201.000000,338050.527016
32768,641218.352140,231801.000000,425218.912303
65536,1353198.367490,317901.000000,1350156.812383
