frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,122664.610703,47361.000000,2866.234115
4,336621.155807,117908.000000,597.253715
8,308206.357683,157507.000000,568.033450
16,210645.477238,132681.000000,520.480547
32,163927.351934,49837.000000,532.357962
64,225232.498936,30065.000000,1446.830674
128,391650.929984,192841.000000,2060.964580
256,124093.167556,55315.000000,15198.724420
512,160021.660284,64938.000000,1769.252102
1024,124626.863485,49641.000000,14975.579254
2048,153261.717441,89327.000000,69391.162903
4096,351672.972491,170742.000000,25465.743009
8192,523456.506692,118468.000000,72713.394763
16384,599706.071790,239697.000000,199573.225539
32768,474144.094743,254499.000000,138957.449674
65536,297961.745271,140863.000000,292342.133604
