frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,469344.473950,186300.000000,1924.068086
4,316722.010606,53046.000000,177.313282
8,296466.131862,39292.000000,710.086614
16,574624.516617,173664.000000,1983.432126
32,713169.653402,77196.000000,1166.703047
64,528236.849514,195764.000000,574.340491
128,472195.190600,90855.000000,1925.328284
256,337972.929752,56636.000000,2220.253589
512,1079680.090219,122605.000000,482324.576787
1024,363494.623403,150658.000000,14601.610219
2048,1360564.496878,158812.000000,130438.057686
4096,404825.593073,138723.000000,104870.364966
8192,810529.448162,269032.000000,193968.160423
16384,348803.932039,90556.000000,95882.514428
32768,894549.735894,498543.000000,368008.598848
65536,192216.470337,72162.000000,79422.643289
