frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,362051.716734,265716.000000,546.950638
4,137432.033064,59900.000000,500.162973
8,366022.270765,181500.000000,229.501634
16,462107.206346,257893.000000,261.126406
32,671899.984056,298254.000000,7927.406575
64,442801.729883,212977.000000,2672.152877
128,562265.250353,224906.000000,1160.368045
256,487277.800027,267261.000000,24941.948440
512,653560.372807,298095.000000,70998.272451
1024,367972.016030,211138.000000,211481.434696
2048,307299.987286,191074.000000,118590.909373
4096,249922.001182,96975.000000,69190.220349
8192,765018.846836,242791.000000,533620.995699
16384,1583811.418185,252790.000000,728110.187922
32768,816339.095055,259324.000000,171097.112454
65536,1060602.381303,204317.000000,828060.497594
