frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,624461.078679,77392.000000,1731.792713
4,220642.579096,59198.000000,7233.441850
8,598953.528586,226046.000000,8924.736467
16,448707.855747,28434.000000,102.210567
32,558917.964913,340429.000000,1686.900708
64,378620.341388,45273.000000,34669.598628
128,432859.037011,113508.000000,459.757545
256,412531.383655,64742.000000,3554.898733
512,852180.049901,235797.000000,84594.944630
1024,382776.975358,85779.000000,44091.929261
2048,351437.213875,48633.000000,14704.502236
4096,134390.855701,36935.000000,28128.788012
8192,517962.795593,284965.000000,293700.635214
16384,572773.932388,48781.000000,40848.735672
32768,203187.213362,40989.000000,166046.172085
65536,149660.928756,20968.000000,0.000000
