frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,270023.589086,132257.000000,96.483159
4,323541.850420,185798.000000,4579.408805
8,412254.122643,177405.000000,613.963354
16,460394.227265,279478.000000,187.259179
32,298870.916787,139958.000000,878.070612
64,279991.214912,106145.000000,700.436293
128,742261.973608,265217.000000,2546.589877
256,628360.376235,229278.000000,1189.739467
512,223080.273633,118904.000000,3218.478367
1024,699492.599926,291990.000000,177920.899531
2048,366036.571169,184226.000000,12575.628573
4096,410103.210362,266196.000000,38645.568452
8192,750172.695343,290058.000000,214696.218602
16384,1401790.083453,301630.000000,805042.740260
32768,336032.344400,116235.000000,180908.176700
65536,1089734.796035,210404.000000,861193.697637
