frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,698667.091697,253693.000000,291.092769
4,1162677.279974,266925.000000,99.969995
8,1085849.163752,296390.000000,5527.224168
16,1270674.887571,299902.000000,423.595326
32,926191.537929,291426.000000,1089.160686
64,954066.921064,276840.000000,6138.134570
128,875901.143377,300263.000000,18741.043034
256,1131257.619177,294394.000000,7602.207837
512,1170300.553983,286750.000000,11727.126929
1024,1202372.621866,273897.000000,84053.346031
2048,2073486.739085,290135.000000,318841.547851
4096,1648613.598869,306824.000000,596600.296321
8192,574317.285414,156862.000000,150324.585597
16384,279728.967694,81216.000000,128003.844696
32768,893732.434183,206911.000000,415811.175135
65536,97651.366053,17924.000000,84911.242783
