frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,425520.790936,232730.000000,284.286827
4,322472.316029,139806.000000,7089.913822
8,1134046.003911,285151.000000,180.828648
16,585761.604723,244990.000000,5529.337483
32,764221.307396,226874.000000,1105.036199
64,945856.448561,290751.000000,23461.713045
128,1131345.561943,275541.000000,1306.697364
256,965518.763646,284369.000000,212741.932308
512,1052802.071995,260895.000000,13688.403157
1024,907262.898814,291063.000000,25491.652575
2048,1284731.995035,296037.000000,507380.045101
4096,834649.910519,236448.000000,236612.263101
8192,1384241.642840,253035.000000,691463.296227
16384,1288392.419625,144163.000000,1264333.538525
32768,2463522.810063,295052.000000,1063762.192507
65536,314656.412577,69559.000000,0.000000
