frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,246963.157898,69930.000000,1138.577621
4,336115.865215,69820.000000,524.642736
8,185301.766878,89646.000000,93.096724
16,487334.897444,77194.000000,147.854658
32,254034.028171,62964.000000,126.838480
64,429473.763476,205909.000000,5889.489706
128,300506.744573,197615.000000,7951.769614
256,198867.063915,101953.000000,1709.566319
512,596427.339787,143093.000000,12224.521259
1024,332226.282026,52489.000000,10760.105111
2048,589568.618414,313355.000000,142509.528394
4096,661009.771544,283092.000000,218737.217160
8192,404065.761241,226444.000000,92178.206123
16384,289396.186879,96244.000000,197605.183163
32768,561059.248685,258378.000000,330518.256503
65536,355049.444458,153377.000000,217754.350432
