frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,108178.691955,35905.000000,277.111891
4,377192.870656,225904.000000,222.103579
8,291862.409902,37272.000000,80.678374
16,106189.889651,31914.000000,134.447016
32,356590.453293,200045.000000,3041.607470
64,335305.689597,177155.000000,2007.962898
128,160143.505198,61595.000000,947.839649
256,413393.487104,154678.000000,944.857661
512,177685.623242,65553.000000,76218.835087
1024,507642.896008,297863.000000,69469.907816
2048,787037.051035,246755.000000,66689.360696
4096,1112399.491299,183335.000000,210052.885615
8192,145347.488276,63620.000000,26557.612129
16384,369259.391082,202979.000000,33600.236770
32768,758130.184063,122705.000000,129901.218212
65536,863927.247353,274250.000000,713942.988260
