frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,639445.928890,127953.000000,2448.984483
4,662834.458059,46690.000000,345.017391
8,497513.182543,56400.000000,139.817739
16,315267.521285,92927.000000,9061.992275
32,393850.262700,70983.000000,259.757579
64,613081.346528,39141.000000,432.291568
128,366964.277899,154564.000000,9241.924583
256,520968.433736,199781.000000,12221.214547
512,167935.284208,35904.000000,3164.827799
1024,377563.145813,224454.000000,15393.401379
2048,366522.331576,124776.000000,58667.057324
4096,378689.626679,255043.000000,56802.717752
8192,457400.643084,274949.000000,92575.363920
16384,1010370.294421,138756.000000,141507.886074
32768,591361.660430,138788.000000,173628.854117
65536,485759.993814,148740.000000,465237.868041
