frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,336974.442461,189995.000000,91.005494
4,331802.507943,145516.000000,605.064459
8,105352.134525,38816.000000,227.732299
16,115090.173998,45319.000000,530.827656
32,219037.742026,107731.000000,5023.950040
64,566470.818380,114154.000000,4007.104441
128,784341.890725,139011.000000,360.819900
256,617473.540608,339192.000000,1814.755355
512,230426.906597,178441.000000,5133.863165
1024,95367.935791,26442.000000,4638.027598
2048,552604.944621,275457.000000,94820.122996
4096,151846.204826,52754.000000,69789.435418
8192,216207.365305,101497.000000,111107.650025
16384,342011.206805,169918.000000,70336.429196
32768,742896.564509,222722.000000,680307.653616
65536,650306.223987,176357.000000,645583.372523
