frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
1024,1130177.128069,1130177.128069,1130177.128069,1130177.128069,1130177.128069,1130177.128069,20761.000000,20761.000000,20761.000000,20761.000000,20761.000000,20761.000000
128,34572262.112314,34578094.945856,34572262.112314,34572262.112314,34572262.112314,34572262.112314,902671.000000,891396.000000,902671.000000,902671.000000,902671.000000,902671.000000
16384,18103861.892255,17996646.066826,18128869.881536,18049584.705694,18065447.407937,18103861.892255,321106.000000,321106.000000,321106.000000,511826.000000,321106.000000,321106.000000
16,18246315.034553,18270627.913770,18270627.913770,19219060.625764,18246315.034553,18246315.034553,313945.000000,313945.000000,313945.000000,574258.000000,313945.000000,313945.000000
2048,1052898.590480,1052898.590480,1052898.590480,1052898.590480,1052898.590480,1052898.590480,22470.000000,22470.000000,22470.000000,22470.000000,22470.000000,22470.000000
256,1437503.292078,1437503.292078,1437503.292078,1437503.292078,1437503.292078,1437503.292078,21885.000000,21885.000000,21885.000000,21885.000000,21885.000000,21885.000000
2,332272.190488,332272.190488,332272.190488,332272.190488,332272.190488,332272.190488,20391.000000,20391.000000,20391.000000,20391.000000,20391.000000,20391.000000
32768,33260641.958261,33061461.914793,33260641.958261,33260641.958261,33260641.958261,33260641.958261,893344.000000,870821.000000,893344.000000,893344.000000,893344.000000,893344.000000
32,34072097.460673,33641042.682944,34072097.460673,34072097.460673,34072097.460673,34072097.460673,897663.000000,855751.000000,897663.000000,897663.000000,897663.000000,897663.000000
4096,34072894.919329,33683549.985542,33747322.712250,34072894.919329,34072894.919329,34072894.919329,871549.000000,861402.000000,861402.000000,871549.000000,871549.000000,871549.000000
4,17687651.275678,17703655.977528,17703655.977528,18699244.204656,17687651.275678,17687651.275678,304983.000000,304983.000000,304983.000000,563300.000000,304983.000000,304983.000000
512,35064471.609455,34945432.295578,35064471.609455,35064471.609455,35064471.609455,35064471.609455,899494.000000,893008.000000,899494.000000,899494.000000,899494.000000,899494.000000
64,17824535.477039,17852042.299486,17852042.299486,18882172.434450,17824535.477039,17824535.477039,308864.000000,308864.000000,308864.000000,568001.000000,308864.000000,308864.000000
65536,17702031.173588,17712059.721940,17712059.721940,17426737.142960,17702031.173588,17702031.173588,323418.000000,323418.000000,323418.000000,453306.000000,323418.000000,323418.000000
8192,18482382.150947,18545386.435767,18545386.435767,18469637.090063,18351656.781447,18482382.150947,322399.000000,322399.000000,322399.000000,322399.000000,322399.000000,322399.000000
8,33597424.965149,33298288.946902,33597424.965149,33597424.965149,33597424.965149,33597424.965149,890991.000000,858653.000000,890991.000000,890991.000000,890991.000000,890991.000000
