frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
1024,18183698.965384,18122309.336332,18192716.259888,18192716.259888,17845030.954307,17882395.480480,314674.000000,314674.000000,314674.000000,314674.000000,491676.000000,501343.000000
128,769218.367641,769218.367641,769218.367641,769218.367641,769218.367641,769218.367641,12195.000000,12195.000000,12195.000000,12195.000000,12195.000000,12195.000000
16384,17100672.548249,17076711.007142,17076711.007142,17100672.548249,17052901.438466,17039854.944990,299867.000000,299867.000000,299867.000000,299867.000000,299867.000000,299867.000000
16,17690364.785071,17703471.101758,17703471.101758,17703471.101758,17664781.824480,17905064.623460,307252.000000,307252.000000,307252.000000,307252.000000,503617.000000,521164.000000
2048,35283174.175084,34748269.473158,35309121.804179,35245058.391442,35283174.175084,35283174.175084,902842.000000,861584.000000,621380.000000,621380.000000,902842.000000,902842.000000
256,18614516.281005,18642562.731703,18643806.844024,18643806.844024,18567402.769876,19485887.815946,321932.000000,321932.000000,321932.000000,321932.000000,321932.000000,576504.000000
2,520822.998922,520822.998922,520822.998922,520822.998922,520822.998922,520822.998922,9472.000000,9472.000000,9472.000000,9472.000000,9472.000000,9472.000000
32768,19347393.730917,19411766.334059,19384249.373818,19409721.510972,19348894.260955,19349308.734222,338651.000000,338651.000000,338651.000000,338651.000000,338651.000000,338651.000000
32,17844096.561273,17864304.679980,17864304.679980,17864304.679980,18271721.346500,18886178.926164,309111.000000,309111.000000,309111.000000,309111.000000,539164.000000,574646.000000
4096,874074.198079,874074.198079,874074.198079,874074.198079,874074.198079,874074.198079,12619.000000,12619.000000,12619.000000,12619.000000,12619.000000,12619.000000
4,540747.252612,540747.252612,540747.252612,540747.252612,540747.252612,540747.252612,11251.000000,11251.000000,11251.000000,11251.000000,11251.000000,11251.000000
512,1022760.433782,1022760.433782,1022760.433782,1022760.433782,1022760.433782,1022760.433782,23209.000000,23209.000000,23209.000000,23209.000000,23209.000000,23209.000000
64,1006272.246659,1006272.246659,1006272.246659,1006272.246659,1006272.246659,1006272.246659,17834.000000,17834.000000,17834.000000,17834.000000,17834.000000,17834.000000
65536,17887609.871148,17983746.871743,18038499.308481,18048302.491760,17896014.916242,17859703.686992,315498.000000,315498.000000,315498.000000,315498.000000,315498.000000,315498.000000
8192,17502446.986977,17534112.076393,17530005.161764,17546383.313178,17288877.668023,17305895.097461,297637.000000,297637.000000,297637.000000,297637.000000,297637.000000,297637.000000
8,17579322.923086,17587938.848727,17587938.848727,17587938.848727,17260433.373706,17568062.097141,307010.000000,307010.000000,307010.000000,307010.000000,307010.000000,307010.000000
