frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
1024,18184432.923246,18193374.495007,18193374.495007,18920515.450732,17776704.058701,18184432.923246,314674.000000,314674.000000,314674.000000,565933.000000,489720.000000,314674.000000
128,769793.779774,769793.779774,769793.779774,769793.779774,769793.779774,769793.779774,20850.000000,20850.000000,20850.000000,20850.000000,20850.000000,20850.000000
16384,17101870.911375,17101870.911375,17101870.911375,17043488.299262,17101870.911375,17101870.911375,299867.000000,299867.000000,299867.000000,299867.000000,299867.000000,299867.000000
16,17688336.050802,17704265.700059,17704265.700059,18755119.148826,17688336.050802,17688336.050802,307252.000000,307252.000000,307252.000000,560939.000000,307252.000000,307252.000000
2048,35283174.149294,35186204.027495,35283174.149294,35283174.149294,35283174.149294,35283174.149294,902842.000000,621380.000000,902842.000000,902842.000000,902842.000000,902842.000000
256,18610302.018964,18644521.958064,18644521.958064,19475899.955407,18188340.104276,18610302.018964,321932.000000,321932.000000,321932.000000,584281.000000,321932.000000,321932.000000
2,520890.801509,520890.801509,520890.801509,520890.801509,520890.801509,520890.801509,9472.000000,9472.000000,9472.000000,9472.000000,9472.000000,9472.000000
32768,19348919.670580,19411091.853449,19395775.485716,19348919.670580,19348919.670580,19348919.670580,338651.000000,338651.000000,338651.000000,338651.000000,338651.000000,338651.000000
32,17839407.587821,17865005.397318,17865005.397318,18842663.995717,17647792.906393,17839407.587821,309111.000000,309111.000000,309111.000000,571433.000000,309111.000000,309111.000000
4096,878199.298109,878199.298109,878199.298109,878199.298109,878199.298109,878199.298109,23763.000000,23763.000000,23763.000000,23763.000000,23763.000000,23763.000000
4,541480.848224,541480.848224,541480.848224,541480.848224,541480.848224,541480.848224,16538.000000,16538.000000,16538.000000,16538.000000,16538.000000,16538.000000
512,1023552.415828,1023552.415828,1023552.415828,1023552.415828,1023552.415828,1023552.415828,23209.000000,23209.000000,23209.000000,23209.000000,23209.000000,23209.000000
64,1006724.060053,1006724.060053,1006724.060053,1006724.060053,1006724.060053,1006724.060053,17834.000000,17834.000000,17834.000000,17834.000000,17834.000000,17834.000000
65536,17919064.213915,18008661.695977,18019686.398374,17866379.562249,17866379.562249,17919064.213915,315498.000000,315498.000000,315498.000000,315498.000000,315498.000000,315498.000000
8192,17503592.484324,17553349.975526,17541543.936826,17277798.002476,17503592.484324,17503592.484324,297637.000000,297637.000000,297637.000000,297637.000000,297637.000000,297637.000000
8,17580629.872094,17589021.155758,17589021.155758,18659132.201851,17580629.872094,17580629.872094,307010.000000,307010.000000,307010.000000,563690.000000,307010.000000,307010.000000
