frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
16384,162164.538916,162015.006774,162014.670046,162145.954260,162145.809147,162014.670046,4761.000000,4761.000000,4761.000000,4761.000000,4761.000000,4761.000000
2,253104.508784,253029.713415,253029.713415,253029.713415,253029.713415,253029.713415,5037.000000,5037.000000,5037.000000,5037.000000,5037.000000,5037.000000
4,503244.245315,502101.072309,502101.072309,502140.344912,502140.344912,502101.072309,12981.000000,9444.000000,9444.000000,9444.000000,9444.000000,9444.000000
32,626878.603171,626666.940614,626666.940614,626666.940614,626666.940614,626666.940614,11610.000000,11610.000000,11610.000000,11610.000000,11610.000000,11610.000000
16,558672.195181,561034.847449,561034.847449,561034.847449,561034.847449,561034.847449,11721.000000,10911.000000,10911.000000,10911.000000,10911.000000,10911.000000
8192,813565.718886,813565.718886,813565.718886,813565.718886,813565.718886,813565.718886,21274.000000,21274.000000,21274.000000,21274.000000,21274.000000,21274.000000
256,743966.788636,743966.788636,743966.788636,743966.788636,743966.788636,743966.788636,13021.000000,13021.000000,13021.000000,13021.000000,13021.000000,13021.000000
8,633943.862639,636050.865855,636050.865855,636050.865855,636050.865855,636050.865855,11728.000000,9016.000000,9016.000000,9016.000000,9016.000000,9016.000000
64,775982.437686,779074.549996,779074.549996,779074.549996,779074.549996,779074.549996,13704.000000,13704.000000,13704.000000,13704.000000,13704.000000,13704.000000
2048,1079068.605908,1079640.723680,1084492.934351,1084492.934351,1084492.934351,1084492.934351,20487.000000,17534.000000,17534.000000,17534.000000,17534.000000,17534.000000
128,1097543.406692,1097543.406692,1097543.406692,1097543.406692,1097543.406692,1097543.406692,17055.000000,17055.000000,17055.000000,17055.000000,17055.000000,17055.000000
4096,1253261.316181,1259409.495682,1262958.884161,1262958.884161,1262958.884161,1262958.884161,23844.000000,21838.000000,21838.000000,21838.000000,21838.000000,21838.000000
512,1303138.863154,1317954.307809,1317954.307809,1317954.307809,1317954.307809,1317954.307809,23885.000000,23885.000000,23885.000000,23885.000000,23885.000000,23885.000000
1024,1729120.576270,1729273.135725,1734129.417539,1734129.417539,1734113.460851,1734129.417539,26276.000000,26276.000000,26276.000000,26276.000000,26276.000000,26276.000000
32768,2595584.616686,2602720.386895,2602720.386895,2602720.386895,2602720.386895,2602720.386895,41158.000000,41158.000000,41158.000000,41158.000000,41158.000000,41158.000000
65536,3924868.062876,4003694.835447,4003694.835447,4003694.835447,4003694.835447,4003694.835447,56331.000000,53130.000000,53130.000000,53130.000000,53130.000000,53130.000000
