frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
8,494828.505319,494043.294574,494828.505319,494828.505319,494828.505319,494828.505319,9945.000000,10339.000000,9945.000000,9945.000000,9945.000000,9945.000000
65536,282410.857500,282320.868554,282124.505683,282410.857500,282410.857500,282410.857500,7683.000000,10849.000000,7683.000000,7683.000000,7683.000000,7683.000000
4,688879.086337,688879.086337,688879.086337,688879.086337,688879.086337,688879.086337,11782.000000,11782.000000,11782.000000,11782.000000,11782.000000,11782.000000
16,630354.615246,630378.417077,630354.615246,630354.615246,630354.615246,630354.615246,11201.000000,11201.000000,11201.000000,11201.000000,11201.000000,11201.000000
32,898763.671179,898777.312993,898763.671179,898763.671179,898763.671179,898763.671179,15681.000000,15681.000000,15681.000000,15681.000000,15681.000000,15681.000000
2,648602.282622,646053.606814,648602.282622,648602.282622,648602.282622,648602.282622,11287.000000,14317.000000,11287.000000,11287.000000,11287.000000,11287.000000
32768,1060652.065661,1060652.065661,1060652.065661,1060652.065661,1060652.065661,1060652.065661,22864.000000,22864.000000,22864.000000,22864.000000,22864.000000,22864.000000
128,1018978.433580,1018978.433580,1018978.433580,1018978.433580,1018978.433580,1018978.433580,15268.000000,15268.000000,15268.000000,15268.000000,15268.000000,15268.000000
256,1108404.758255,1101799.371791,1108404.758255,1108404.758255,1108404.758255,1108404.758255,20086.000000,20086.000000,20086.000000,20086.000000,20086.000000,20086.000000
512,1620896.885460,1620896.370075,1620896.885460,1620896.885460,1620896.885460,1620896.885460,25762.000000,25762.000000,25762.000000,25762.000000,25762.000000,25762.000000
64,1324247.174827,1316312.267976,1324247.174827,1324247.174827,1324247.174827,1324247.174827,21362.000000,21363.000000,21362.000000,21362.000000,21362.000000,21362.000000
1024,1252005.168991,1250194.860114,1249880.112673,1252005.168991,1252005.168991,1252005.168991,21015.000000,21015.000000,21015.000000,21015.000000,21015.000000,21015.000000
8192,1037911.320582,1037956.023594,1037911.320582,1037911.320582,1037911.320582,1037911.320582,21371.000000,21371.000000,21371.000000,21371.000000,21371.000000,21371.000000
2048,1608886.778809,1608859.681240,1608886.778809,1608886.778809,1608886.778809,1608886.778809,25712.000000,25712.000000,25712.000000,25712.000000,25712.000000,25712.000000
16384,1689976.028339,1686026.275724,1689976.028339,1689976.028339,1689976.028339,1689976.028339,27794.000000,27794.000000,27794.000000,27794.000000,27794.000000,27794.000000
4096,1471063.210334,1463575.403749,1471063.210334,1471063.210334,1471063.210334,1471063.210334,23480.000000,23480.000000,23480.000000,23480.000000,23480.000000,23480.000000
