frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
32768,1092479.462026,1092479.462026,1092479.462026,1092479.462026,1092479.462026,1092479.462026,18668.000000,18668.000000,18668.000000,18668.000000,18668.000000,18668.000000
32,549572.895864,549572.895864,549572.895864,549572.895864,549572.895864,549572.895864,14523.000000,14523.000000,14523.000000,14523.000000,14523.000000,14523.000000
16,798561.332933,798561.332933,798561.332933,798561.332933,798561.332933,798561.332933,25911.000000,25911.000000,25911.000000,25911.000000,25911.000000,25911.000000
4,369218.981701,369218.981701,369218.981701,369218.981701,369218.981701,369218.981701,14855.000000,14855.000000,14855.000000,14855.000000,14855.000000,14855.000000
8,762915.398363,762915.398363,762915.398363,762915.398363,762915.398363,762915.398363,16880.000000,16880.000000,16880.000000,16880.000000,16880.000000,16880.000000
128,931234.832082,931234.832082,931234.832082,931234.832082,931234.832082,931234.832082,16480.000000,16480.000000,16480.000000,16480.000000,16480.000000,16480.000000
16384,422879.697711,422879.697711,422879.697711,422879.697711,422879.697711,422879.697711,16939.000000,16939.000000,16939.000000,16939.000000,16939.000000,16939.000000
2,439823.346169,439823.346169,439823.346169,439823.346169,439823.346169,439823.346169,18757.000000,18757.000000,18757.000000,18757.000000,18757.000000,18757.000000
512,908963.967418,908963.967418,908963.967418,908963.967418,908963.967418,908963.967418,25763.000000,25763.000000,25763.000000,25763.000000,25763.000000,25763.000000
2048,973919.583116,973919.583116,973919.583116,973919.583116,973919.583116,973919.583116,18684.000000,18684.000000,18684.000000,18684.000000,18684.000000,18684.000000
65536,643687.036039,643687.036039,643687.036039,643687.036039,643687.036039,643687.036039,21043.000000,21043.000000,21043.000000,21043.000000,21043.000000,21043.000000
1024,862326.271035,862326.271035,862326.271035,862326.271035,862326.271035,862326.271035,21825.000000,21825.000000,21825.000000,21825.000000,21825.000000,21825.000000
4096,1131072.815303,1131072.815303,1131072.815303,1131072.815303,1131072.815303,1131072.815303,21549.000000,21549.000000,21549.000000,21549.000000,21549.000000,21549.000000
8192,1754130.072822,1754130.072822,1754130.072822,1754130.072822,1754130.072822,1754130.072822,30775.000000,30775.000000,30775.000000,30775.000000,30775.000000,30775.000000
256,1193610.270572,1193610.270572,1193610.270572,1193610.270572,1193610.270572,1193610.270572,25782.000000,25782.000000,25782.000000,25782.000000,25782.000000,25782.000000
64,976702.286536,976702.286536,976702.286536,976702.286536,976702.286536,976702.286536,24820.000000,24820.000000,24820.000000,24820.000000,24820.000000,24820.000000
