frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
2,231319.244286,231319.244286,231319.244286,231319.244286,231319.244286,231319.244286,6098.000000,6098.000000,6098.000000,6098.000000,6098.000000,6098.000000
4,243471.835636,243471.835636,243471.835636,243471.835636,243471.835636,243471.835636,5369.000000,5369.000000,5369.000000,5369.000000,5369.000000,5369.000000
8,475976.122917,476259.769117,476259.769117,476259.769117,476259.769117,476259.769117,9228.000000,9172.000000,9172.000000,9172.000000,9172.000000,9172.000000
128,941573.762772,942094.547935,942101.812090,942101.812090,942108.623793,942094.547935,18228.000000,18228.000000,18228.000000,18228.000000,18228.000000,18228.000000
32,740911.694342,741071.359013,741071.359013,741071.359013,741071.359013,741071.359013,12501.000000,12501.000000,12501.000000,12501.000000,12501.000000,12501.000000
512,1136443.713505,1144466.239915,1144466.239915,1144466.239915,1144466.239915,1144466.239915,22385.000000,22385.000000,22385.000000,22385.000000,22385.000000,22385.000000
16,838175.729180,838175.729180,838175.729180,838175.729180,838175.729180,838175.729180,13794.000000,13794.000000,13794.000000,13794.000000,13794.000000,13794.000000
8192,706688.035011,713021.872834,713636.219437,713636.219437,710105.914494,713461.201582,13875.000000,12656.000000,12656.000000,12656.000000,12656.000000,12656.000000
2048,1140150.788412,1150091.541978,1151863.194990,1151824.760888,1151824.760888,1151863.194990,20874.000000,19482.000000,19482.000000,19482.000000,19482.000000,19482.000000
64,1131044.033350,1131044.033350,1131044.033350,1131044.033350,1131044.033350,1131044.033350,19586.000000,19586.000000,19586.000000,19586.000000,19586.000000,19586.000000
1024,1048672.999272,1048895.941511,1048895.941511,1048895.941511,1048895.941511,1048895.941511,18337.000000,18337.000000,18337.000000,18337.000000,18337.000000,18337.000000
16384,2112418.191538,2129560.168113,2129560.168113,2129560.168113,2129605.764995,2129560.168113,45708.000000,45708.000000,45708.000000,45708.000000,45708.000000,45708.000000
256,1363441.100456,1373023.538733,1373023.538733,1373023.538733,1373023.538733,1373023.538733,22642.000000,22642.000000,22642.000000,22642.000000,22642.000000,22642.000000
4096,1880607.321199,1899214.559049,1927328.396559,1927328.396559,1927328.396559,1927280.823857,58060.000000,58060.000000,32411.000000,32411.000000,32411.000000,32411.000000
32768,2596655.664305,2587368.200520,2667537.369990,2667537.369990,2666870.915337,2667537.369990,48866.000000,45106.000000,45106.000000,45106.000000,45106.000000,45106.000000
65536,3849355.176302,3872345.272977,3872345.272977,3872345.272977,3872345.272977,3872345.272977,61845.000000,61845.000000,61845.000000,61845.000000,61845.000000,61845.000000
