frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,658875.002731,404182.000000,0.000000
4,281489.512211,149250.000000,0.000000
8,499634.612823,216350.000000,0.000000
16,500513.914876,419637.000000,0.000000
32,441571.892926,366694.000000,0.000000
64,244472.223142,206975.000000,0.000000
128,164872.157104,130596.000000,0.000000
256,150908.342735,80119.000000,0.000000
512,206941.784771,91454.000000,0.000000
1024,279874.385520,151556.000000,0.000000
2048,187328.307781,103291.000000,0.000000
4096,459868.035433,175099.000000,0.000000
8192,269867.856041,127101.000000,0.000000
16384,659687.159792,151622.000000,0.000000
32768,832073.304305,248701.000000,0.000000
65536,99672.315279,36411.000000,0.000000
