frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,78262.576925,33930.000000,33.181320
4,205430.131587,135426.000000,83.048179
8,399430.277575,270977.000000,71.105555
16,541303.636085,267066.000000,34.856850
32,280496.413822,229129.000000,3445.950522
64,484784.055466,263884.000000,432.831376
128,274861.718662,255025.000000,2623.009912
256,110503.192868,47169.000000,971.040164
512,329874.677532,280485.000000,5864.800338
1024,1538018.546776,478568.000000,53067.872249
2048,281968.634864,124048.000000,92668.207315
4096,442071.537923,190974.000000,82796.902321
8192,287401.035080,119917.000000,225068.579649
16384,864934.446536,356642.000000,318338.944680
32768,249439.755819,86680.000000,144550.117253
65536,510091.281839,73121.000000,478710.670069
