frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,486053.440753,298494.000000,32.388269
4,205420.839775,84511.000000,822.702255
8,303201.496969,285624.000000,12.529964
16,343805.223435,165441.000000,1587.309359
32,277317.685269,162684.000000,523.615317
64,232898.116062,207241.000000,11421.957275
128,355059.789423,145922.000000,3001.377517
256,597599.351504,293550.000000,2939.467639
512,712055.400046,295635.000000,24923.485350
1024,498438.485181,306880.000000,12833.277563
2048,282769.404591,131157.000000,36232.900188
4096,1143127.760167,342104.000000,31189.858432
8192,950073.556750,293258.000000,682991.991315
16384,826917.054154,258227.000000,479489.954786
32768,312099.201013,129249.000000,223363.277364
65536,761238.028865,425964.000000,462471.138285
