frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,294772.600197,137865.000000,38.457769
4,414376.891187,161764.000000,165.807117
8,349525.675003,156217.000000,166.066252
16,439559.277915,295045.000000,177.938192
32,483643.914854,290493.000000,507.150865
64,239647.186165,166138.000000,33200.535282
128,732799.649464,267169.000000,1251.362058
256,665327.968267,234045.000000,578.319981
512,218766.988586,106502.000000,4314.004057
1024,663168.273310,258293.000000,25350.386447
2048,569419.679481,184401.000000,157425.826318
4096,846435.988489,209031.000000,306050.799689
8192,1466378.358285,242462.000000,1116522.450521
16384,930360.641489,264213.000000,433014.433929
32768,1185771.012083,256958.000000,471017.026451
65536,1260016.991323,135786.000000,760365.199680
