frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,206804.169738,144019.000000,102.844543
4,224667.620306,115470.000000,42.591079
8,454535.522237,343255.000000,310.699211
16,185969.966215,88545.000000,84.403791
32,675304.508052,297852.000000,3171.288697
64,250611.122323,109282.000000,96.803926
128,444172.857367,235670.000000,92372.610789
256,737875.943638,271611.000000,6348.858953
512,185994.525500,103636.000000,17480.615979
1024,370094.791866,169543.000000,13219.326723
2048,748128.980809,297879.000000,69595.989267
4096,319431.869562,143085.000000,56382.961043
8192,362940.397878,114375.000000,274653.648751
16384,581506.295025,368489.000000,284088.370836
32768,961182.253030,290484.000000,69135.278209
65536,2070926.588454,228745.000000,1881166.624091
