frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,397141.740124,157507.000000,165.532474
4,508867.717834,233071.000000,184.222691
8,212607.251704,104744.000000,1190.982787
16,431370.899504,201024.000000,64.420494
32,268865.403092,128033.000000,546.535452
64,251379.680941,92193.000000,5598.872833
128,822381.795387,268274.000000,617.709479
256,723728.060266,291101.000000,39834.672673
512,352647.602361,138855.000000,17251.017390
1024,578420.529614,262936.000000,195268.521160
2048,1012791.189138,283430.000000,371368.632207
4096,377386.131041,147174.000000,26494.232939
8192,572101.980588,159100.000000,108655.611332
16384,612401.374906,89116.000000,290233.601640
32768,2328353.357086,284852.000000,2260985.686698
65536,974756.200087,275936.000000,0.000000
