frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,205855.497665,171245.000000,296.784434
4,376833.356554,243578.000000,1391.654770
8,131184.509562,93750.000000,29.189039
16,819195.988229,306609.000000,38.379682
32,262819.215277,182401.000000,506.782991
64,172021.394870,75122.000000,4719.590766
128,474040.219768,174661.000000,1448.839191
256,447318.138641,192932.000000,6846.091878
512,499274.416874,262595.000000,7785.360107
1024,413683.488561,192106.000000,76011.179645
2048,510197.822047,384618.000000,421445.760492
4096,541892.798194,245715.000000,122234.642127
8192,489032.833501,118327.000000,49520.389599
16384,433405.322139,205604.000000,53868.849004
32768,488342.956506,121961.000000,438287.404188
65536,621380.693137,116027.000000,568116.242161
