frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,379020.991601,197411.000000,0.000000
4,299092.870256,164416.000000,0.000000
8,96099.077332,73307.000000,0.000000
16,438006.582678,306025.000000,0.000000
32,131055.411846,60724.000000,0.000000
64,672266.747252,249358.000000,0.000000
128,603805.891250,252766.000000,0.000000
256,614048.435177,211086.000000,0.000000
512,608281.379736,266217.000000,0.000000
1024,1010241.289538,304171.000000,0.000000
2048,701366.180733,286295.000000,0.000000
4096,1205495.351242,309760.000000,0.000000
8192,600659.163516,172748.000000,0.000000
16384,1072483.898041,194580.000000,0.000000
32768,344828.104919,83935.000000,0.000000
65536,3389959.804922,254359.000000,0.000000
