frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,381071.235065,253991.000000,32.202484
4,353233.108866,194363.000000,111.745246
8,420993.638148,243235.000000,82.097503
16,658206.556724,272756.000000,372.979892
32,646503.903519,239497.000000,81.859636
64,415063.552358,163707.000000,203.472357
128,426051.578210,279120.000000,4368.130950
256,363174.564794,164898.000000,35900.436460
512,786212.507696,247629.000000,31173.194254
1024,540376.823532,195407.000000,123574.204157
2048,664514.577850,247880.000000,115232.600435
4096,440908.100419,142819.000000,189955.030494
8192,1267163.728415,261965.000000,772918.021612
16384,1407588.438454,293723.000000,1032497.077481
32768,3839825.425934,293411.000000,3353828.845029
65536,169320.729519,122897.000000,0.000000
