frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,296853.747980,151447.000000,0.000000
4,622393.913337,196032.000000,0.000000
8,481998.682755,256469.000000,0.000000
16,508525.406957,281986.000000,0.000000
32,629951.201805,284868.000000,0.000000
64,548262.029210,243704.000000,0.000000
128,390376.049766,118413.000000,0.000000
256,179672.008129,64975.000000,0.000000
512,508585.493312,304152.000000,0.000000
1024,755779.044844,298615.000000,0.000000
2048,328227.404680,102389.000000,0.000000
4096,506443.519188,111232.000000,0.000000
8192,794370.400165,253401.000000,0.000000
16384,1529106.481253,266218.000000,0.000000
32768,2153983.902735,304808.000000,0.000000
65536,1407506.243654,135713.000000,0.000000
