frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,187221.203954,84200.000000,750.318599
4,297260.815028,156864.000000,95.409643
8,162227.304055,84275.000000,165.719643
16,233017.474965,100216.000000,172.063942
32,675940.409295,219608.000000,180.914344
64,235907.935757,121733.000000,494.786823
128,785886.313914,311505.000000,13350.234717
256,277079.459980,128843.000000,5099.172482
512,1269748.219655,291935.000000,89362.230226
1024,391302.154519,251685.000000,26352.370235
2048,561825.684543,211743.000000,222582.511761
4096,613888.678347,224351.000000,138768.313818
8192,830760.090142,155902.000000,87136.241025
16384,1938088.006086,230403.000000,307199.295238
32768,4826241.062913,255904.000000,4375924.980213
65536,1219004.485364,218312.000000,518139.531127
