frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,556875.141608,243186.000000,0.000000
4,139699.570379,108602.000000,0.000000
8,294782.486033,129834.000000,0.000000
16,128470.539580,58563.000000,0.000000
32,179606.307108,104774.000000,0.000000
64,315161.890634,249895.000000,0.000000
128,271292.730743,105747.000000,0.000000
256,174261.016418,86108.000000,0.000000
512,340729.096317,115210.000000,0.000000
1024,623272.313357,290495.000000,0.000000
2048,283214.579298,127683.000000,0.000000
4096,163702.869471,70606.000000,0.000000
8192,158400.843192,56077.000000,0.000000
16384,446558.176209,164523.000000,0.000000
32768,455526.654929,384759.000000,0.000000
65536,2518973.529912,304906.000000,0.000000
