frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,263920.726755,118820.000000,0.000000
4,276280.868227,111968.000000,0.000000
8,319892.699126,145007.000000,0.000000
16,373373.956373,260524.000000,0.000000
32,299101.015269,190854.000000,0.000000
64,387247.675119,163561.000000,0.000000
128,489920.157812,151216.000000,0.000000
256,358784.705591,176378.000000,0.000000
512,875095.686527,265765.000000,0.000000
1024,833941.099062,293187.000000,0.000000
2048,473112.236665,141949.000000,0.000000
4096,416590.647827,116256.000000,0.000000
8192,565097.360533,199859.000000,0.000000
16384,1170219.346209,237401.000000,0.000000
32768,1518660.167428,82744.000000,0.000000
65536,4192924.542419,293493.000000,0.000000
