frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,104242.770699,53222.000000,0.000000
4,216194.114633,140119.000000,0.000000
8,115944.614937,58153.000000,0.000000
16,195730.629867,90814.000000,0.000000
32,199044.660453,83319.000000,0.000000
64,143657.291548,90869.000000,0.000000
128,799660.955143,270137.000000,0.000000
256,158060.957709,85904.000000,0.000000
512,272036.483340,101887.000000,0.000000
1024,361366.792121,207404.000000,0.000000
2048,628299.230772,370736.000000,0.000000
4096,356077.960653,166577.000000,0.000000
8192,289028.170452,157914.000000,0.000000
16384,391442.263150,113862.000000,0.000000
32768,422829.544865,109125.000000,0.000000
65536,431966.341811,62131.000000,0.000000
