frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,526064.454867,232702.000000,0.000000
4,605582.534831,274564.000000,0.000000
8,752002.861172,286081.000000,0.000000
16,295585.862316,146082.000000,0.000000
32,357622.279479,173980.000000,0.000000
64,639369.948265,304761.000000,0.000000
128,559976.464213,182363.000000,0.000000
256,247940.300367,78145.000000,0.000000
512,818804.929347,273693.000000,0.000000
1024,347288.646800,178290.000000,0.000000
2048,567313.708137,237325.000000,0.000000
4096,901848.818352,268716.000000,0.000000
8192,712230.747253,135204.000000,0.000000
16384,1354141.842148,290398.000000,0.000000
32768,1085620.943937,116631.000000,0.000000
65536,2319513.049347,252462.000000,0.000000
