frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,315576.589453,141305.000000,154.181711
4,565146.393590,312737.000000,151.611345
8,167506.900070,67098.000000,128.241959
16,465922.804214,183640.000000,55.154329
32,742673.852189,305995.000000,217.607445
64,394149.033401,190320.000000,1251.490711
128,337543.076755,171387.000000,523.480659
256,519280.104818,305423.000000,14955.290134
512,352574.706111,211145.000000,51567.467167
1024,978222.418556,304541.000000,63196.024155
2048,797538.798064,304495.000000,101532.146372
4096,908998.113952,286398.000000,177903.150588
8192,1462009.615961,240196.000000,429609.021743
16384,487551.177839,192552.000000,205257.797279
32768,1328871.188954,90785.000000,815802.988013
65536,1010091.673626,155587.000000,0.000000
