frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,419889.383345,243208.000000,379.071233
4,283804.695093,163643.000000,3276.462116
8,196821.290741,109636.000000,4016.249743
16,478744.528726,218044.000000,1783.355825
32,390372.902172,188994.000000,70.405966
64,842253.832511,315678.000000,103.411798
128,734364.035196,244354.000000,330.473902
256,265812.701928,160916.000000,4123.704524
512,197147.841911,81929.000000,3068.223264
1024,508623.459703,185099.000000,17154.126034
2048,604630.556185,271532.000000,14436.986632
4096,928294.727135,297329.000000,161600.091185
8192,890218.699026,273573.000000,550799.054593
16384,906182.578770,255071.000000,101161.599206
32768,949344.138309,313955.000000,807825.840066
65536,2411953.336192,173975.000000,1166646.556975
