frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,324084.092286,214420.000000,0.000000
4,207557.818154,109124.000000,0.000000
8,150317.860945,92869.000000,0.000000
16,620323.275369,258400.000000,0.000000
32,115203.909161,61278.000000,0.000000
64,111751.057950,76631.000000,0.000000
128,402650.563269,253347.000000,0.000000
256,467198.135748,284181.000000,0.000000
512,185956.947700,114172.000000,0.000000
1024,548385.110649,230509.000000,0.000000
2048,298737.161820,145495.000000,0.000000
4096,517840.965075,251892.000000,0.000000
8192,1213104.373828,340084.000000,0.000000
16384,508134.147744,226796.000000,0.000000
32768,754479.003032,257937.000000,0.000000
65536,340804.278799,169179.000000,0.000000
