frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,369738.359752,229175.000000,46.818800
4,720398.210797,272788.000000,519.522858
8,210339.064945,85780.000000,197.420870
16,577565.245594,280353.000000,340.843072
32,331043.242130,226049.000000,6333.430824
64,735411.637623,281720.000000,2093.239117
128,919853.617206,293790.000000,5445.087143
256,489571.948773,278563.000000,17146.193951
512,684751.501220,243178.000000,5929.026986
1024,973612.127373,305069.000000,5774.902856
2048,267518.722799,120861.000000,10726.588321
4096,643650.088154,223101.000000,111161.539585
8192,824178.129260,237485.000000,450010.754195
16384,1485811.864595,237829.000000,500767.413958
32768,2168298.854977,220142.000000,2008763.884680
65536,750092.009921,73837.000000,118471.847749
