frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,470655.944206,304935.000000,86.180044
4,412581.396667,218331.000000,50.119856
8,515606.363738,222966.000000,21.189620
16,272992.960074,153345.000000,696.950500
32,266290.944303,231395.000000,524.965713
64,355007.844236,185863.000000,191.426226
128,514602.723650,198917.000000,4885.641821
256,428284.164718,201826.000000,2557.391444
512,616063.310822,282666.000000,1857.225888
1024,311599.929352,147219.000000,30960.569875
2048,703671.187924,293687.000000,31550.041664
4096,358746.013073,108763.000000,89605.309837
8192,390757.230958,192778.000000,10350.099855
16384,536624.373810,191136.000000,44056.937150
32768,1808048.491117,285989.000000,1615133.736557
65536,1428688.034089,113678.000000,1418570.712989
