Round,Algorithm_Used
1,SRPT
2,FCFS
3,SRPT
4,SRPT
5,SRPT
6,SRPT
7,FCFS
8,FCFS
9,FCFS
10,FCFS
11,FCFS
12,SRPT
13,SRPT
14,SRPT
15,SRPT
16,SRPT
17,SRPT
18,SRPT
19,SRPT
20,FCFS
21,SRPT
22,FCFS
23,FCFS
24,FCFS
25,SRPT
26,SRPT
27,SRPT
28,SRPT
29,SRPT
30,SRPT
31,SRPT
32,SRPT
33,SRPT
34,FCFS
35,FCFS
36,FCFS
37,FCFS
38,FCFS
39,FCFS
40,FCFS
41,FCFS
42,FCFS
43,FCFS
44,SRPT
45,SRPT
46,SRPT
47,SRPT
48,SRPT
49,SRPT
50,SRPT
51,SRPT
52,FCFS
53,FCFS
54,FCFS
55,FCFS
56,FCFS
57,FCFS
58,FCFS
59,FCFS
60,FCFS
61,FCFS
62,FCFS
63,FCFS
64,FCFS
65,FCFS
66,FCFS
67,FCFS
68,FCFS
69,FCFS
70,FCFS
71,FCFS
72,FCFS
73,SRPT
74,SRPT
75,SRPT
76,FCFS
77,FCFS
78,FCFS
79,FCFS
80,FCFS
81,FCFS
82,FCFS
83,FCFS
84,FCFS
85,FCFS
86,FCFS
87,FCFS
88,FCFS
89,SRPT
90,SRPT
91,SRPT
92,SRPT
93,SRPT
94,SRPT
95,SRPT
96,SRPT
97,SRPT
98,SRPT
99,SRPT
100,SRPT
