Round,Algorithm_Used
1,SRPT
2,FCFS
3,FCFS
4,FCFS
5,FCFS
6,FCFS
7,FCFS
8,FCFS
9,FCFS
10,FCFS
11,SRPT
12,FCFS
13,FCFS
14,FCFS
15,FCFS
16,SRPT
17,SRPT
18,SRPT
19,FCFS
20,FCFS
21,FCFS
22,FCFS
23,FCFS
24,SRPT
25,SRPT
26,FCFS
27,SRPT
28,FCFS
29,FCFS
30,FCFS
31,FCFS
32,FCFS
33,FCFS
34,FCFS
35,SRPT
36,FCFS
37,FCFS
38,FCFS
39,FCFS
40,FCFS
41,FCFS
42,FCFS
43,FCFS
44,FCFS
45,FCFS
46,FCFS
47,FCFS
48,FCFS
49,FCFS
50,FCFS
51,FCFS
52,FCFS
53,FCFS
54,FCFS
55,FCFS
56,FCFS
57,FCFS
58,SRPT
59,SRPT
60,SRPT
61,SRPT
62,SRPT
63,SRPT
64,SRPT
65,SRPT
66,FCFS
67,FCFS
68,FCFS
69,FCFS
70,FCFS
71,FCFS
72,FCFS
73,FCFS
74,FCFS
75,FCFS
76,FCFS
77,FCFS
78,FCFS
79,FCFS
80,SRPT
81,FCFS
82,FCFS
83,FCFS
84,FCFS
85,FCFS
86,SRPT
87,FCFS
88,FCFS
89,FCFS
90,FCFS
91,FCFS
92,FCFS
93,FCFS
94,FCFS
95,FCFS
96,FCFS
97,FCFS
98,FCFS
99,FCFS
100,FCFS
