Round,Algorithm_Used
1,SRPT
2,FCFS
3,SRPT
4,SRPT
5,SRPT
6,SRPT
7,FCFS
8,FCFS
9,FCFS
10,FCFS
11,FCFS
12,FCFS
13,SRPT
14,SRPT
15,SRPT
16,SRPT
17,SRPT
18,SRPT
19,SRPT
20,SRPT
21,FCFS
22,FCFS
23,FCFS
24,FCFS
25,FCFS
26,FCFS
27,FCFS
28,FCFS
29,FCFS
30,FCFS
31,FCFS
32,FCFS
33,FCFS
34,SRPT
35,SRPT
36,SRPT
37,FCFS
38,FCFS
39,FCFS
40,FCFS
41,FCFS
42,FCFS
43,FCFS
44,FCFS
45,FCFS
46,FCFS
47,FCFS
48,FCFS
49,FCFS
50,FCFS
51,FCFS
52,FCFS
53,FCFS
54,FCFS
55,SRPT
56,SRPT
57,SRPT
58,FCFS
59,FCFS
60,SRPT
61,SRPT
62,FCFS
63,FCFS
64,FCFS
65,FCFS
66,FCFS
67,FCFS
68,FCFS
69,FCFS
70,FCFS
71,FCFS
72,SRPT
73,SRPT
74,SRPT
75,FCFS
76,SRPT
77,SRPT
78,SRPT
79,SRPT
80,SRPT
81,FCFS
82,FCFS
83,FCFS
84,FCFS
85,FCFS
86,FCFS
87,FCFS
88,FCFS
89,FCFS
90,FCFS
91,FCFS
92,FCFS
93,FCFS
94,FCFS
95,SRPT
96,SRPT
97,SRPT
98,SRPT
99,SRPT
100,SRPT
