Round,Algorithm_Used
1,SRPT
2,SRPT
3,SRPT
4,SRPT
5,SRPT
6,SRPT
7,SRPT
8,SRPT
9,SRPT
10,SRPT
11,SRPT
12,SRPT
13,FCFS
14,FCFS
15,FCFS
16,FCFS
17,FCFS
18,FCFS
19,FCFS
20,SRPT
21,SRPT
22,SRPT
23,FCFS
24,FCFS
25,FCFS
26,FCFS
27,FCFS
28,FCFS
29,FCFS
30,FCFS
31,FCFS
32,SRPT
33,SRPT
34,SRPT
35,SRPT
36,SRPT
37,SRPT
38,SRPT
39,FCFS
40,FCFS
41,FCFS
42,FCFS
43,FCFS
44,FCFS
45,SRPT
46,SRPT
47,SRPT
48,SRPT
49,SRPT
50,SRPT
51,SRPT
52,SRPT
53,SRPT
54,SRPT
55,SRPT
56,SRPT
57,SRPT
58,SRPT
59,SRPT
60,SRPT
61,SRPT
62,SRPT
63,SRPT
64,SRPT
65,SRPT
66,FCFS
67,FCFS
68,FCFS
69,FCFS
70,FCFS
71,SRPT
72,SRPT
73,FCFS
74,FCFS
75,FCFS
76,SRPT
77,SRPT
78,FCFS
79,SRPT
80,SRPT
81,FCFS
82,FCFS
83,SRPT
84,SRPT
85,SRPT
86,SRPT
87,SRPT
88,SRPT
89,FCFS
90,FCFS
91,FCFS
92,FCFS
93,FCFS
94,FCFS
95,FCFS
96,FCFS
97,FCFS
98,FCFS
99,FCFS
100,FCFS
