Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
36,4.073000,262144.000000,232131.784986,36515.000000
36,4.639000,32768.000000,527950.342588,85419.000000
36,5.649000,4096.000000,79920.399480,26411.000000
36,7.918000,512.000000,32974.219703,15102.000000
36,16.772000,64.000000,20672.411253,8176.000000
36,30.000000,6.000000,20938.740172,4565.000000
36,30.000000,9.000000,22745.142602,4582.000000
36,30.000000,12.000000,26916.235900,5963.000000
36,30.000000,15.000000,26694.570478,9276.000000
36,30.000000,18.000000,25223.292509,4917.000000
